step,accuracys
1,0.5418860698898995
2,0.5426245210727969
3,0.5380564863571087
4,0.5363984674329502
5,0.5399712781235041
6,0.5359195402298851
7,0.5390138822403063
8,0.5349616858237548
9,0.5414073719483006
10,0.5344827586206896
11,0.5404499760651029
12,0.5349616858237548
13,0.5414073719483006
14,0.5344827586206896
15,0.5409286740067017
16,0.5335249042145593
17,0.5404499760651029
18,0.5335249042145593
19,0.5409286740067017
20,0.5330459770114943
21,0.5404499760651029
22,0.5325670498084292
23,0.5404499760651029
24,0.5325670498084292
25,0.5375777884155098
26,0.5330459770114943
27,0.5428434657730972
28,0.5311302681992337
29,0.5418860698898995
30,0.5296934865900383
31,0.5409286740067017
32,0.5296934865900383
33,0.5404499760651029
34,0.5282567049808429
35,0.5418860698898995
36,0.5263409961685823
37,0.5414073719483006
38,0.5301724137931034
39,0.5428434657730972
40,0.5311302681992337
41,0.5428434657730972
42,0.5292145593869731
43,0.5428434657730972
44,0.5292145593869731
45,0.5442795595978938
46,0.5301724137931034
47,0.543322163714696
48,0.5282567049808429
49,0.5409286740067017
50,0.5277777777777778
51,0.5409286740067017
52,0.5287356321839081
53,0.5399712781235041
54,0.5277777777777778
55,0.5390138822403063
56,0.5292145593869731
57,0.5404499760651029
58,0.5287356321839081
59,0.5409286740067017
60,0.5292145593869731
61,0.5404499760651029
62,0.5282567049808429
63,0.5394925801819053
64,0.5263409961685823
65,0.5414073719483006
66,0.524904214559387
67,0.5366203925323121
68,0.5277777777777778
69,0.5390138822403063
70,0.5277777777777778
71,0.5394925801819053
72,0.5268199233716475
73,0.5385351842987075
74,0.5258620689655172
75,0.5404499760651029
76,0.5287356321839081
77,0.5418860698898995
78,0.5282567049808429
79,0.5404499760651029
80,0.5292145593869731
81,0.5423647678314983
82,0.5287356321839081
83,0.5438008616562949
84,0.5277777777777778
85,0.5442795595978938
86,0.5301724137931034
87,0.5428434657730972
88,0.5292145593869731
89,0.5423647678314983
90,0.5296934865900383
91,0.5414073719483006
92,0.5306513409961686
93,0.5414073719483006
94,0.5311302681992337
95,0.5394925801819053
96,0.532088122605364
97,0.5404499760651029
98,0.532088122605364
99,0.5375777884155098
100,0.5316091954022989
