step,accuracys
1,0.9333333333333333
2,0.96
3,0.9066666666666666
4,0.9733333333333334
5,0.92
6,0.9466666666666667
7,0.9333333333333333
8,0.9733333333333334
9,0.9333333333333333
10,0.9733333333333334
11,0.9333333333333333
12,0.9733333333333334
13,0.9333333333333333
14,0.9733333333333334
15,0.9333333333333333
16,0.9733333333333334
17,0.9333333333333333
18,0.9733333333333334
19,0.9333333333333333
20,0.9733333333333334
21,0.9333333333333333
22,0.9466666666666667
23,0.9333333333333333
24,0.9733333333333334
25,0.9333333333333333
26,0.9466666666666667
27,0.9333333333333333
28,0.96
29,0.9333333333333333
30,0.96
31,0.9333333333333333
32,0.9733333333333334
33,0.9333333333333333
34,0.96
35,0.9333333333333333
36,0.9733333333333334
37,0.9333333333333333
38,0.9733333333333334
39,0.9333333333333333
40,0.9733333333333334
41,0.92
42,0.9466666666666667
43,0.9333333333333333
44,0.9733333333333334
45,0.9333333333333333
46,0.96
47,0.92
48,0.9466666666666667
49,0.92
50,0.9733333333333334
51,0.92
52,0.9466666666666667
53,0.9333333333333333
54,0.9733333333333334
55,0.9333333333333333
56,0.9733333333333334
57,0.9333333333333333
58,0.9733333333333334
59,0.9333333333333333
60,0.96
61,0.92
62,0.96
63,0.9333333333333333
64,0.9466666666666667
65,0.9333333333333333
66,0.9733333333333334
67,0.9333333333333333
68,0.9733333333333334
69,0.9333333333333333
70,0.9733333333333334
71,0.9333333333333333
72,0.9733333333333334
73,0.9333333333333333
74,0.9733333333333334
75,0.9333333333333333
76,0.96
77,0.9333333333333333
78,0.9733333333333334
79,0.9333333333333333
80,0.9466666666666667
81,0.9333333333333333
82,0.9733333333333334
83,0.9333333333333333
84,0.9733333333333334
85,0.9333333333333333
86,0.9733333333333334
87,0.9333333333333333
88,0.9466666666666667
89,0.92
90,0.9466666666666667
91,0.9333333333333333
92,0.9733333333333334
93,0.9333333333333333
94,0.9466666666666667
95,0.9333333333333333
96,0.9733333333333334
97,0.9333333333333333
98,0.9733333333333334
99,0.9333333333333333
100,0.9733333333333334
