step,accuracys
1,0.7373417721518988
2,0.7527124773960217
3,0.7255877034358047
4,0.744122965641953
5,0.7219710669077758
6,0.744122965641953
7,0.7165461121157324
8,0.7350813743218807
9,0.7088607594936709
10,0.7323688969258589
11,0.7097649186256781
12,0.7319168173598554
13,0.7088607594936709
14,0.716998191681736
15,0.703887884267631
16,0.5018083182640145
17,0.4995479204339964
18,0.5036166365280289
19,0.4972875226039783
20,0.5013562386980108
21,0.4986437613019892
22,0.5018083182640145
23,0.4995479204339964
24,0.5009041591320073
25,0.49683544303797467
26,0.5027124773960217
27,0.49819168173598555
28,0.5040687160940326
29,0.5004520795660036
30,0.5004520795660036
31,0.4995479204339964
32,0.5
33,0.5004520795660036
34,0.5009041591320073
35,0.5004520795660036
36,0.5013562386980108
37,0.5022603978300181
38,0.5022603978300181
39,0.5
40,0.5045207956600362
41,0.5018083182640145
42,0.5036166365280289
43,0.49909584086799275
44,0.5022603978300181
45,0.4995479204339964
46,0.5040687160940326
47,0.4995479204339964
48,0.5031645569620253
49,0.5
50,0.5022603978300181
51,0.49909584086799275
52,0.5031645569620253
53,0.4986437613019892
54,0.5031645569620253
55,0.5
56,0.5027124773960217
57,0.5013562386980108
58,0.5031645569620253
59,0.5009041591320073
60,0.5045207956600362
61,0.5009041591320073
62,0.5031645569620253
63,0.5009041591320073
64,0.5040687160940326
65,0.5009041591320073
66,0.5036166365280289
67,0.5018083182640145
68,0.5022603978300181
69,0.5018083182640145
70,0.5045207956600362
71,0.5022603978300181
72,0.5036166365280289
73,0.5022603978300181
74,0.5036166365280289
75,0.5022603978300181
76,0.5045207956600362
77,0.5013562386980108
78,0.5031645569620253
79,0.5009041591320073
80,0.5027124773960217
81,0.5
82,0.5031645569620253
83,0.5009041591320073
84,0.5031645569620253
85,0.5
86,0.5040687160940326
87,0.5
88,0.5045207956600362
89,0.5004520795660036
90,0.5045207956600362
91,0.4995479204339964
92,0.5031645569620253
93,0.5004520795660036
94,0.5040687160940326
95,0.5009041591320073
96,0.5040687160940326
97,0.5004520795660036
98,0.5040687160940326
99,0.5004520795660036
100,0.5040687160940326
