step,accuracys
1,0.8755905511811024
2,0.8703412073490814
3,0.7464566929133858
4,0.7905511811023622
5,0.7559055118110236
6,0.7275590551181103
7,0.7758530183727034
8,0.794750656167979
9,0.6887139107611548
10,0.6272965879265092
11,0.5721784776902887
12,0.5721784776902887
13,0.5721784776902887
14,0.5721784776902887
15,0.5721784776902887
16,0.5721784776902887
17,0.5721784776902887
18,0.5721784776902887
19,0.5721784776902887
20,0.5721784776902887
21,0.5721784776902887
22,0.5721784776902887
23,0.5721784776902887
24,0.5721784776902887
25,0.5721784776902887
26,0.5721784776902887
27,0.5721784776902887
28,0.5721784776902887
29,0.5721784776902887
30,0.5721784776902887
31,0.5721784776902887
32,0.5721784776902887
33,0.5721784776902887
34,0.5721784776902887
35,0.5721784776902887
36,0.5721784776902887
37,0.5721784776902887
38,0.5721784776902887
39,0.5721784776902887
40,0.5721784776902887
41,0.5721784776902887
42,0.5721784776902887
43,0.5721784776902887
44,0.5721784776902887
45,0.5721784776902887
46,0.5721784776902887
47,0.5721784776902887
48,0.5721784776902887
49,0.5721784776902887
50,0.5721784776902887
51,0.5721784776902887
52,0.5721784776902887
53,0.5721784776902887
54,0.5721784776902887
55,0.5721784776902887
56,0.5721784776902887
57,0.5721784776902887
58,0.5721784776902887
59,0.5721784776902887
60,0.5721784776902887
61,0.5721784776902887
62,0.5721784776902887
63,0.5721784776902887
64,0.5721784776902887
65,0.5721784776902887
66,0.5721784776902887
67,0.5721784776902887
68,0.5721784776902887
69,0.5721784776902887
70,0.5721784776902887
71,0.5721784776902887
72,0.5721784776902887
73,0.5721784776902887
74,0.5721784776902887
75,0.5721784776902887
76,0.5721784776902887
77,0.5721784776902887
78,0.5721784776902887
79,0.5721784776902887
80,0.5721784776902887
81,0.5721784776902887
82,0.5721784776902887
83,0.5721784776902887
84,0.5721784776902887
85,0.5721784776902887
86,0.5721784776902887
87,0.5721784776902887
88,0.5721784776902887
89,0.5721784776902887
90,0.5721784776902887
91,0.5721784776902887
92,0.5721784776902887
93,0.5721784776902887
94,0.5721784776902887
95,0.5721784776902887
96,0.5721784776902887
97,0.5721784776902887
98,0.5721784776902887
99,0.5721784776902887
100,0.5721784776902887
